id,headline,country_1,country_2,source,url,published_at,text
40e36b1a5a0c247c9d9f,"India China Relations, History, Timeline, UPSC Notes - Vajiram & Ravi",CN,IN,GoogleNews RSS IN-CN,https://news.google.com/rss/articles/CBMia0FVX3lxTE5tOXhnOTNzbTJSRFZIcFJZdEF5U2dOZnVsZllPNEVMSDExcG1lYlRQZl9Nanhxb0tvQWJFTC1kRjRaTzB3MlJ5WExLc1ktZEh6MjdfSmdFb0tLQURPZjJwV3J3TmdGX29EM1Fj?oc=5,2026-04-09T11:37:16Z,"India China Relations, History, Timeline, UPSC Notes - Vajiram & Ravi. India China Relations, History, Timeline, UPSC Notes &nbsp;&nbsp; Vajiram & Ravi"
1c2de815f3865874baa6,"GT Voice: India should focus on long-term trade potential, not current deficit - Global Times",CN,IN,GoogleNews RSS IN-CN,https://news.google.com/rss/articles/CBMiYkFVX3lxTE9aV19JYjBnY3BoeHpZOEV1RmtYZWk0S256eklhNHRGQThqOG9jOEpFUjVKY29JaEVVNXNQeEdpLVFTaHZCVUpxTUdwNE5EZUQtOF92eE9xMUJVSWc0cUpPaERn?oc=5,2026-03-18T07:00:00Z,"GT Voice: India should focus on long-term trade potential, not current deficit - Global Times. GT Voice: India should focus on long-term trade potential, not current deficit &nbsp;&nbsp; Global Times"
58baf98010d2370f6952,"China’s Hainan boom could hurt Indian exports, widen trade gap. It’s a new global model - ThePrint",CN,IN,GoogleNews RSS IN-CN,https://news.google.com/rss/articles/CBMif0FVX3lxTE16d1NlQk1tTzU0Sm5XQzNNcGhmRXFFMElYUmY4YWZNUUNUdXVkc0JrMlVUbkJVS3hzd0NYWFNmVlR3UkptWko5NWl5X1dLaWFFT0ZmX1ctUk1KcnR3a3paR3BWMm9YbmRlZmF5ekNHVS1BWmVtUThRX2dGTzBhZ0XSAYQBQVVfeXFMTmRYa2czcFhwODVONGlRU1RDY0FrUVRhX1FuUjNWUlhhNmtDaWdNUks5eW5WdGh2eEgxSnh4Rm4wRDdEam41U1N5akhBald2UVl6TnY5ZlBLLXhIWGRVN29SZjIxWGtVMndDNVA4UnVwNDA5SkdYdmdJU3JkRVUwbWdQeHlp?oc=5,2026-03-26T07:00:00Z,"China’s Hainan boom could hurt Indian exports, widen trade gap. It’s a new global model - ThePrint. China’s Hainan boom could hurt Indian exports, widen trade gap. It’s a new global model &nbsp;&nbsp; ThePrint"
a515ab262b87921fdf05,India's trade deficit with China set to cross $100bn for first time - Nikkei Asia,CN,IN,GoogleNews RSS IN-CN,https://news.google.com/rss/articles/CBMipwFBVV95cUxOaUdNVXN0UmVWT242bllJb2pGVUhfeGtadHVtRmpScTVEZHN3dWZwVFpTbXlxcXBiWkVzaXVEMTVibGFJajQ2eE9ucmxaLS1aV1hrbmNuYXdZSW1JSVlyT3NzWFFmaEUwVVk5XzJlT2lYbVdBMWNPU3Z2dHo1d0VEaDlXRDF6a2VhS3FDYjhucWN2cHFieGdIZnBTX2NsSUZjTnUzZ21PQQ?oc=5,2026-03-25T07:00:00Z,India's trade deficit with China set to cross $100bn for first time - Nikkei Asia. India's trade deficit with China set to cross $100bn for first time &nbsp;&nbsp; Nikkei Asia
d7e5357576609ab79a49,"India China Trade Talks: Billion Dollar Deficit, WTO Tension Aur Bullet Train Ka Drama! - Whalesbook",CN,IN,GoogleNews RSS IN-CN,https://news.google.com/rss/articles/CBMizwFBVV95cUxOT1dUSUVVZ2Q4UkFDRHJlWFVkNk1kMXppM1dSQ21fYmNrWUZ3clViSGJnVVlKWlRoSi1fMWlnWVpkWHR3LXctYjV0SzRHclhVa1lVa3FKclp4VWwzbkVEbUthS3hOWklOend0RDVSeGhoRG4wRmFqQkxDUm5TM0NGMVBzTVVfWmp0MENkcDl5c0VuLV9FMVpONkNHdTZIcEZ6MnRXeDZmb2JLcFZUdUFsa3ZJNjBacWk4WUJaNXlkZlhpQ2RjZ29VYWxBWjNSRWM?oc=5,2026-04-02T15:10:38Z,"India China Trade Talks: Billion Dollar Deficit, WTO Tension Aur Bullet Train Ka Drama! - Whalesbook. India China Trade Talks: Billion Dollar Deficit, WTO Tension Aur Bullet Train Ka Drama! &nbsp;&nbsp; Whalesbook"
a92cb4ae0fb89ea0ed5c,India China Trade Deficit - INSIGHTS IAS,CN,IN,GoogleNews RSS IN-CN,https://news.google.com/rss/articles/CBMieEFVX3lxTE01eVZIQjZ5YkFRRjV0eVh1dW9fNEZZdHIzWkdlTlZWb3RFWURkdEhkR3ZsS3gtU3dSZFZPa2JoN0dHRkd1SHdhRmEyWjVvZlI4SjcxcE1YNktiLUhNY1NleDJ3cXh2a21qM1h3U015UDhMdmFLLW5HXw?oc=5,2026-03-17T07:00:00Z,India China Trade Deficit - INSIGHTS IAS. India China Trade Deficit &nbsp;&nbsp; INSIGHTS IAS
8b1eed1e71f1eba6379f,India-China border trade via Lipulekh Pass to resume after six years - The Economic Times,CN,IN,GoogleNews RSS IN-CN,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPbnAwUUVMRXBmYzBWQVYzb3dFS0ZYQ1BtRmZneDhVR2xrSEZzY0pXcy1fZEFUQ2dyVWllaXI0dXZCSEhuSVVkZDlMdk1hRFRTbkM2MWVlakpDRktRX0czdWduNVdQMUxxS1NISjFTdmdjZUZEY1pmNFVuYWJ3OWJrQjBFUjNiUi1XcUx5YXFtN1pKVVZhc0lGRTV3bHlDSS1xMGtRYmlmdGxEVEJGMTN4WndsU2J1NkpXSndiRnBqelg4RS1kNGdtYlBIaXN1OVFWeFZvVXowSjRYMWMzVlYzQ1BfZ9IB6AFBVV95cUxPSjZMdTVKeE5Zb3JxMldTczZaVjNOT2NOQUFBd2QxWThvaTlHbVYyRl9lb1lyRFRZTF9kVlFOZ2pZWUdSM1BPcEFobXdza3I1QlNRMThSSTFIV1kwM0V4N3g0enVSV0l3TmdwQzNXSFJvZHRndVhOc281Y3Vfc2ViWU52X0VUalZEWEFrZXczUl9YMTZKUF84LW5STWZ1Mlh0MFktbXAyMlRmZHFBTk52WWJWLWVPRnpxNEJMRDhzV29obl9XYXpsTnJCNklZVGRuNDU1NU5pUjZMT0k3SU9kSURtaEVvc3pf?oc=5,2026-03-20T07:00:00Z,India-China border trade via Lipulekh Pass to resume after six years - The Economic Times. India-China border trade via Lipulekh Pass to resume after six years &nbsp;&nbsp; The Economic Times
f8fd2371e8caa21ea827,"Trade Deficit Nearly Doubles in February, Crosses $100 Billion Mark With China - TheWire.in",CN,IN,GoogleNews RSS IN-CN,https://news.google.com/rss/articles/CBMiswFBVV95cUxQWUJZQTBjdnlHTWVOUm1FLVJDUVlmcHZfcjRtZFdzMk5ZdG02TEx4enpuc1pGbzhlREotRW8wZUxFSE4tUTZKVGxpajdZa3FCWG5hRmQySFdHSGROMWFiMENaRmduNGUzQ3Bhei1KVjVWdDhtSjY3VkpfY0taQ2xiMm9HTGJuXzJocFZKYTFaT3hrN3VLclo4TTlma00ydDcwWW5YQkdRcXRnWkp4alc0bmRvRdIBuAFBVV95cUxPMDh5d09jMVVNWEJfWjQwSlBwdU03OGV0SUQzQTlueEZuSEtTM2VqbUd0b01uRk81elJNSlNUN3p1OTl0ZGdSdUlFT182RjdHSjZhc2hwSU5MVEdMZ2dsaWVfNnhiODdweGdGaEhlTWN2aldTSllZeTZHeVdQRGFVelp2MzZkQm9PWG9BdU52cHBvN3BsTGtjQVpkVnlNVTh0NFE3alByRlJxUUxPYlNUdFBRZjM4ZmVz?oc=5,2026-03-17T07:00:00Z,"Trade Deficit Nearly Doubles in February, Crosses $100 Billion Mark With China - TheWire.in. Trade Deficit Nearly Doubles in February, Crosses $100 Billion Mark With China &nbsp;&nbsp; TheWire.in"
b1862472a97f17ef659b,The door India left ajar: Economic ties with China see a calibrated reset with easing of FDI rules - exp - The Times of India,CN,IN,GoogleNews RSS IN-CN,https://news.google.com/rss/articles/CBMingJBVV95cUxNMEoyLUlkbUhCYl9EOU41eTZUc2ZvczI0dGY4cUt0RTV3SjM5NXFndmlaYlBRWkI1a1RTQnhDRVYxWnd6YTZfN3dQd0MzUVR6UTcyay1UbGd2eVdtcVdfbUxROFpvRnJhbWV1TURCdG9fZ0paVFlaSEhVTzRJcVZ6YU8xazY4QVptbEZJbDlseFJibzRQbVNfWERuQWNqWnNzdWI5eWRCTG1UT25oS3ROaXN4T2ZPYmw0NDdQdVBqMVlUaFRMME80U0FkeUJHdkRaWlpvRVo0YnZTTV83NFd0X28zdzNHV0JfbmwxbE9FNDJ5NjhCOE1KTi1nOFVQLWZKS2JLX3MycGhtUk1yeWJyWUx4b0U1M1BpZl92ZFZR0gGjAkFVX3lxTE03eEk5YjYwMGhYaWlxOW1FZ3UxcWxTQnV1SmFNSDNtcFR5WlA2bEVDbDF5c3hndTFnenB6MVdyOGhJcDE3TERmWEdyUjJfc3JtaWNnajhURVdiVGFmN0JBekRSSG5lY3hwZVpqTnRkU1h2T3ZaUS1xTUdsXzlxTzFNNHFGUm5wcVowLWJweTNRNUs3RHhXVV9qSnQ0UEJfOWtHVmtlUzg0dkQ4UVVXUDFabTRLV2pXWlRVOURpYlc1MXF2bmVJMTJZdnFwQ05Kb0ZkbERYcjFUM1A2NGpTbks1d0xUbVlWWHREdFhwNHA3ZnlHTk1PYmxJZFktQ0k2R2xtelpfdlUyemxGX0N4YmZGdnZPQkQyZ0NXRlIzcVhyQTBvcw?oc=5,2026-03-22T07:00:00Z,The door India left ajar: Economic ties with China see a calibrated reset with easing of FDI rules - exp - The Times of India. The door India left ajar: Economic ties with China see a calibrated reset with easing of FDI rules - exp &nbsp;&nbsp; The Times of India
d4acc1260a4165024099,India revives China trade route after years - MSN,CN,IN,GoogleNews RSS IN-CN,https://news.google.com/rss/articles/CBMi3gFBVV95cUxNMDdybHdZSnpOUUVqc0lHWWFZVjJvUUVqY1JUZnhNLXQtdDctcWl6ZzRDVHdlNW0zUUhoZXZXbFZIRmMwLS0xYi1ZdVB4b1R1WGhtdElRazlfcFh1QVNCWTVZVnJpcmJTQzVHSkJzSEIzY0ZzUTdKcGdUcmNfd1hOM1pEcFJYbE1fZmowM25jWW8xUFlBdDkxd0JQRXJFckdwSlMzcXF0aHJFYUlKOWpsU0dybkJpMnVtQkpVbGRVZ0RWYVBqclRrZmZjUnR5RldsVDl3N1JSejFjM0lab2c?oc=5,2026-03-20T07:00:00Z,India revives China trade route after years - MSN. India revives China trade route after years &nbsp;&nbsp; MSN
